Lemmatized_Text,Predicted_Emotion
I ve hear story about julie bailey treatment before now but this be the first time I see anything in print and it make I feel deeply ashamed that someone who stand up neglect nhs patient and their family can become so isolated in her own community;sadness,Happy
I go through everything you all have too and be feel fantastic right now;joy,Happy
I want to be able to have someone stop by on a whim and not have to feel ashamed of the and a half inch of dust on my shelf and tv stand;sadness,Sad
I m feel so restless today;fear,Neutral
I feel envious and embarrassed;anger,Neutral
I know how u feel I hate how people say to just stop think about it but try to get help and distract yourself also try to get ur anxiety out in a healthy or helpful way;sadness,Neutral
I just smile because it feel rude not to do so if you make eye contact I also can t really help myself;anger,Neutral
I basically feel a bit grumpy most of the time coz I be hungry;anger,Neutral
I really feel that I m the least talented person on the stage but somehow god use my talent for his glory;joy,Happy
I do not know whether or not to feel flattered or some sort of disgusted;anger,Neutral
I definitely feel scared which make I feel vulnerable and I hate that;fear,Neutral
I do not feel if I be have a shitty day I would not usually come right out and say I be have a shitty day;sadness,Sad
I be ever feel nostalgic about the fireplace I will know that it be still on the property;love,Neutral
I hate even do this because I feel like it s rude but I must say I love the blog it come from and this be no insult to the food photography because I enjoy it;anger,Neutral
I can not help but feel hopeful and optimistic about a bright future;joy,Happy
I just run by feel and I m glad I didn t look because I probably would have freak out which happen a little later on in the race;joy,Happy
I feel like he s sure of it;joy,Happy
I feel as though I gush on an on about the gorgeous color of the produce we receive through our farm share and I have to do it again this week;joy,Happy
I write this song at a time when I be feel very disillusioned by the worship scene in the town where I live;sadness,Happy
I feel completely stupid for not know any of this;sadness,Sad
I feel hopeless and bored;sadness,Sad
I know I have reach there after the continuous bump that make I feel obnoxious due to the devastating condition of the roads;anger,Neutral
I m spend every day wait to hear from you and feel like an idiot for caring;love,Neutral
I be warm up start feel a little lethargic;sadness,Sad
I feel like I m back to the arm of a beloved last see a long time ago;joy,Happy
I smoke hi feel more hat ome and kind o content like;joy,Happy
I feel a little jealous of the people who be sit in the coffee shop all leisurely like at in the morning;anger,Neutral
I learn my lesson and would never repeat my mistake I ve see real child abuse and still do not feel that I abuse my child;sadness,Sad
I couldn t feel positive emotion of any sort;joy,Happy
I feel a little abuse about this whole situation;sadness,Sad
I do feel blame for everything i;sadness,Sad
I ve be feel for awhile and he look at I with a surprised look and say be that you;surprise,Neutral
I feel very honored to be on the shortlist and congratulate wish all nominee the very good for tonight award thank you age scotland for the kindness div class intro style background color fff color font family trebuchet ms helvetica bitstream vera sans sans serif font size;joy,Happy
I sometimes feel be a gentle reminder of why we be adopting;love,Neutral
I wanna scream out my feeling that I keep until it bleed the life be sometimes prejudice it kill happiness thus it becomes even bad feel like the life be now meaningless why should I be the victim;sadness,Sad
I suggest that it be the beauty of the jewelry itself that will make you feel gorgeous;joy,Happy
I ve be feeling really defeat for some reason;sadness,Sad
I feel completely unsure of any boundary or normalcy;fear,Neutral
I feel a little disturbed by the wire in the background I just post it because I think the light be well than in spot;sadness,Sad
I must have be feel rich;joy,Happy
I be feel a little like a cold be come on;anger,Neutral
I feel that I ve be very gracious in not freak out about finance so if you see it fit to smooth thing over monetarily I wouldn t say no;joy,Happy
I can not even pay attention because I feel so lame watch it;sadness,Sad
I feel like I ve give he half the responsibility of care for my kids;love,Neutral
I feel like an idiot around my friend target blank rel nofollow title friendfee img src http dearwendy;sadness,Sad
I couldn t feel anything other than some strange tugging so I be relieve to say the least;fear,Neutral
I feel that I really need to let she know that I be still think of she and care for her intense or not why not keep call plus there be sms and I m like any relationship communication be the key to keep it alive good wishes;love,Neutral
I will not consider homeschooling unless I feel we have exhaust every other option if I homeschool it will be temporary and my child will participate in non homeschooling activity as much as possible;sadness,Happy
I feel excited about what I m do again I feel like I have a ton of catch up to do;joy,Happy
I feel that I should write the company and tell that that for this reason alone they need to come far east;sadness,Sad
I m feel romantic lately so I decide to go with this nail design;love,Neutral
I feel in retrospect if I have the ability to think back that all this history stuff and the mile upon mile of newsprint that have carry my feature article impress and impact the readership the way it be intended;surprise,Neutral
